ProductKey,ProductLabel,ProductName,ProductDescription,ProductSubcategoryKey,Manufacturer,BrandName,ClassID,ClassName,StyleID,StyleName,ColorID,ColorName,Size,SizeRange,SizeUnitMeasureID,Weight,WeightUnitMeasureID,UnitOfMeasureID,UnitOfMeasureName,StockTypeID,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,StopSaleDate,Status,ImageURL,ProductURL,ETLLoadID,LoadDate,UpdateDate
826,0308084,Contoso USB Data Link - direct connect adapter E600 Grey,USB data Link - direct connect adapter,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308084,11,Grey,22.9 x 17.5 x 15.9 , , ,27.1,pounds,1,inches,1,High,$8.62,$16.90,03-Jul-06,,On,,,1,31-Mar-09,31-Mar-09
827,0308085,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Primary extended capacity battery pack - notebook battery,22,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0308085,11,Grey,15 x 11 x 7, , ,13,pounds,1,inches,1,High,$11.23,$33.90,30-Sep-08,,On,,,1,31-Mar-09,31-Mar-09
828,0308086,Contoso Digital camera accessory kit M200 Grey,Digital camera accessory kit,22,"Contoso, Ltd",Contoso,2,Regular,5,Product0308086,11,Grey,16.5 x 12.2 x 9, , ,14.1,pounds,1,inches,1,High,$10.99,$23.90,16-Apr-05,,On,,,1,31-Mar-09,31-Mar-09
829,0308087,Contoso Leather Case - case for digital photo camera X20 Grey,Leather case for digital photo camera,22,"Contoso, Ltd",Contoso,3,Deluxe,5,Product0308087,11,Grey,16 x 17 x 9, , ,12.2,pounds,1,inches,1,High,$13.22,$39.90,05-Feb-08,,On,,,1,31-Mar-09,31-Mar-09
830,0308088,Contoso Lens cap E80 Grey,Lens cap black,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308088,11,Grey,12 x 16 x 8, , ,17,pounds,1,inches,1,High,$15.27,$29.95,03-Jan-09,,On,,,1,31-Mar-09,31-Mar-09
831,0308089,Contoso Battery charger - bike E200 Grey,imary extended capacity battery pack  ,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308089,11,Grey,16 x 19 x 13, , ,14,pounds,1,inches,1,High,$10.15,$19.90,30-Jul-05,,On,,,1,31-Mar-09,31-Mar-09
832,0308090,Contoso USB Optical Mouse E200 Grey,USB optical mouse,22,"Contoso, Ltd",Contoso,1,Economy,5,Product0308090,11,Grey,18.1 x 17.9 x 11.2, , ,14.4,pounds,1,inches,1,High,$7.90,$15.50,16-May-06,,On,,,1,31-Mar-09,31-Mar-09
833,0308091,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,ADSL modem splitter/filter X 1,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308091,11,Grey,20 x 18 x 14.2, , ,28,pounds,1,inches,1,High,$9.13,$17.90,02-Nov-08,,On,,,1,31-Mar-09,31-Mar-09
834,0308092,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,ADSL modem splitter/filter X 2,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308092,11,Grey,15.2 x 15.7 x 8.7, , ,18.4,pounds,1,inches,1,High,$11.68,$22.90,05-May-09,,On,,,1,31-Mar-09,31-Mar-09
835,0308093,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,ADSL modem splitter/filter X 3,22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308093,11,Grey,11 x 15 x 6, , ,10,pounds,1,inches,1,High,$26.97,$52.90,31-Mar-09,,On,,,1,31-Mar-09,31-Mar-09
836,0308094,Contoso USB Wave Multi-Media Keyboard E280 Grey,USB wave multimedia keyboard,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308094,11,Grey,14 x 14.7 x 10.3, , ,22,pounds,1,inches,1,High,$8.11,$15.90,08-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
837,0308095,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,Cables to go USB 2.0 hard drive enclosure,22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308095,11,Grey,10.6 x 15.7 x 6.8, , ,12.4,pounds,1,inches,1,High,$6.07,$11.90,19-Sep-06,,On,,,1,31-Mar-09,31-Mar-09
838,0308096,Contoso USB Optical Mouse E200 Gold,USB optical mouse,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308096,15,Gold,17  x 6.5  x 13.8 , , ,45,pounds,1,inches,1,High,$7.90,$15.50,13-Nov-08,,On,,,1,31-Mar-09,31-Mar-09
839,0308097,Contoso USB Wave Multi-Media Keyboard M901 Gold,USB wave multimedia keyboard,22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308097,15,Gold,15.5  x 5  x 13.5 , , ,28,pounds,1,inches,1,High,$11.91,$25.90,15-Nov-08,,On,,,1,31-Mar-09,31-Mar-09
840,0308098,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,Golden laptop cooling Hub notebook fan with 4 ports USB hub,22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308098,15,Gold,17.2  x 4.5  x 14.5  , , ,20.5,pounds,1,inches,1,High,$18.35,$39.90,16-Jun-08,,On,,,1,31-Mar-09,31-Mar-09
841,0308099,Contoso Reserve Pen - Tablet Pen E200 Gold,Reserve Pen - Tablet Pen,22,"Contoso, Ltd",Contoso,1,Economy,4,Product0308099,15,Gold,17  x 6.5  x 13.8 , , ,21.5,pounds,1,inches,1,High,$7.09,$13.90,11-Apr-09,,On,,,1,31-Mar-09,31-Mar-09
842,0308100,Contoso Bright Light battery E20 Black,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308100,2,Black,,,,,,1,inches,2,Mid,$13.71,$26.90,31-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
843,0308101,Contoso Bright Light battery E20 blue,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,1,Economy,5,Product0308101,3,blue,,,,,,1,inches,2,Mid,$13.71,$26.90,31-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
844,0308102,Contoso Bright Light battery E20 Pink,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,1,Economy,4,Product0308102,10,Pink,,,,,,1,inches,2,Mid,$13.71,$26.90,31-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
845,0308103,Contoso Bright Light battery E20 White,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308103,8,White,,,,,,1,inches,2,Mid,$13.71,$26.90,31-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
846,0308104,Contoso Ultraportable Neoprene Sleeve E30 Black,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308104,2,Black,,,,,,1,inches,2,Mid,$7.95,$15.60,03-Feb-06,,On,,,1,31-Mar-09,31-Mar-09
847,0308105,Contoso Ultraportable Neoprene Sleeve E30 Pink,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308105,10,Pink,,,,,,1,inches,2,Mid,$7.95,$15.60,15-May-08,,On,,,1,31-Mar-09,31-Mar-09
848,0308106,Contoso Ultraportable Neoprene Sleeve E30 Yellow,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308106,13,Yellow,,,,,,1,inches,2,Mid,$7.95,$15.60,21-May-06,,On,,,1,31-Mar-09,31-Mar-09
849,0308107,Contoso Ultraportable Neoprene Sleeve E30 Green,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308107,14,Green,,,,,,1,inches,2,Mid,$7.95,$15.60,11-Jun-07,,On,,,1,31-Mar-09,31-Mar-09
850,0308108,Contoso Laptop Keyboard X105 Black,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0308108,2,Black,,,,,,1,inches,2,Mid,$76.50,$230.90,05-Feb-08,,On,,,1,31-Mar-09,31-Mar-09
851,0308109,Contoso Laptop Keyboard X105 White,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0308109,8,White,,,,,,1,inches,2,Mid,$76.50,$230.90,05-Feb-08,,On,,,1,31-Mar-09,31-Mar-09
852,0308110,Contoso Laptop Keyboard X105 Brown,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0308110,4,Brown,,,,,,1,inches,2,Mid,$76.50,$230.90,05-Feb-08,,On,,,1,31-Mar-09,31-Mar-09
853,0308111,Contoso Laptop Keyboard X105 Silver,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0308111,7,Silver,,,,,,1,inches,2,Mid,$76.50,$230.90,05-Feb-08,,On,,,1,31-Mar-09,31-Mar-09
854,0308112,Contoso Multimedia Speakers M25 Brown,Speakers system is the perfect audio companion to your PC or notebook,22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308112,4,Brown,,,,,,1,inches,2,Mid,$59.32,$129.00,08-Aug-07,,On,,,1,31-Mar-09,31-Mar-09
855,0308113,Contoso Multimedia Speakers M25 Blue,Speakers system is the perfect audio companion to your PC or notebook,22,"Contoso, Ltd",Contoso,2,Regular,5,Product0308113,3,Blue,,,,,,1,inches,2,Mid,$59.32,$129.00,08-Aug-07,,On,,,1,31-Mar-09,31-Mar-09
856,0308114,Contoso Multimedia Speakers M25 Black,Speakers system is the perfect audio companion to your PC or notebook,22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308114,2,Black,,,,,,1,inches,2,Mid,$59.32,$129.00,08-Aug-07,,On,,,1,31-Mar-09,31-Mar-09
857,0308115,Contoso Multimedia Speakers M25 White,Speakers system is the perfect audio companion to your PC or notebook,22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308115,8,White,,,,,,1,inches,2,Mid,$59.32,$129.00,08-Aug-07,,On,,,1,31-Mar-09,31-Mar-09
858,0308116,Contoso Wireless Notebook Optical Mouse M35 Black,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,2,Regular,5,Product0308116,2,Black,,,,,,1,inches,2,Mid,$13.77,$29.95,06-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
859,0308117,Contoso Wireless Notebook Optical Mouse M35 White,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308117,8,White,,,,,,1,inches,2,Mid,$13.77,$29.95,06-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
860,0308118,Contoso Wireless Notebook Optical Mouse M35 Blue,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,2,Regular,5,Product0308118,3,Blue,,,,,,1,inches,2,Mid,$13.77,$29.95,06-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
861,0308119,Contoso Wireless Notebook Optical Mouse M35 Silver,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308119,7,Silver,,,,,,1,inches,2,Mid,$13.77,$29.95,06-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
862,0308120,Contoso Wireless Notebook Optical Mouse M35 Orange,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308120,9,Orange,,,,,,1,inches,2,Mid,$13.77,$29.95,06-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
863,0308121,Contoso Optical USB Mouse M45 Black,"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308121,2,Black,,,,,,1,inches,2,Mid,$23.45,$50.99,26-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
864,0308122,Contoso Optical USB Mouse M45 White,"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308122,8,White,,,,,,1,inches,2,Mid,$23.45,$50.99,26-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
865,0308123,Contoso Optical USB Mouse M45 Grey,"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use",22,"Contoso, Ltd",Contoso,2,Regular,3,Product0308123,11,Grey,,,,,,1,inches,2,Mid,$23.45,$50.99,26-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
866,0308124,Contoso Wireless Laser Mouse M55 Black,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308124,2,Black,,,,,,1,inches,2,Mid,$32.19,$69.99,08-Mar-08,,On,,,1,31-Mar-09,31-Mar-09
867,0308125,Contoso Wireless Laser Mouse M55 White,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308125,8,White,,,,,,1,inches,2,Mid,$32.19,$69.99,01-Aug-08,,On,,,1,31-Mar-09,31-Mar-09
868,0308126,Contoso Wireless Laser Mouse M55 Grey,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,2,Regular,3,Product0308126,11,Grey,,,,,,1,inches,2,Mid,$32.19,$69.99,05-Feb-09,,On,,,1,31-Mar-09,31-Mar-09
869,0308127,Contoso Wireless Laser Mouse M55 Silver,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,2,Regular,1,Product0308127,7,Silver,,,,,,1,inches,2,Mid,$32.19,$69.99,05-Jun-05,,On,,,1,31-Mar-09,31-Mar-09
870,0308128,Contoso Wireless Laser Mouse E50 Black,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308128,2,Black,,,,,,1,inches,2,Mid,$10.69,$20.96,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
871,0308129,Contoso Wireless Laser Mouse E50 White,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,1,Economy,5,Product0308129,8,White,,,,,,1,inches,2,Mid,$10.69,$20.96,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
872,0308130,Contoso Wireless Laser Mouse E50 Silver,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308130,7,Silver,,,,,,1,inches,2,Mid,$10.69,$20.96,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
873,0308131,Contoso Wireless Laser Mouse E50 Grey,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface",22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308131,11,Grey,,,,,,1,inches,2,Mid,$10.69,$20.96,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
874,0308132,Contoso Wireless Notebook Optical Mouse X205 Black,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0308132,2,Black,,,,,,1,inches,2,Mid,$43.06,$129.95,16-Jun-09,,On,,,1,31-Mar-09,31-Mar-09
875,0308133,Contoso Wireless Notebook Optical Mouse X205 White,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0308133,8,White,,,,,,1,inches,2,Mid,$43.06,$129.95,16-Jun-09,,On,,,1,31-Mar-09,31-Mar-09
876,0308134,Contoso Wireless Notebook Optical Mouse X205 Blue,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0308134,3,Blue,,,,,,1,inches,2,Mid,$43.06,$129.95,16-Jun-09,,On,,,1,31-Mar-09,31-Mar-09
877,0308135,Contoso Wireless Notebook Optical Mouse X205 Silver,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0308135,7,Silver,,,,,,1,inches,2,Mid,$43.06,$129.95,16-Jun-09,,On,,,1,31-Mar-09,31-Mar-09
878,0308136,Contoso Wireless Notebook Optical Mouse X205 Orange,"Wireless notebook mouse, long battery life, convenient snap-in receiver",22,"Contoso, Ltd",Contoso,3,Deluxe,5,Product0308136,9,Orange,,,,,,1,inches,2,Mid,$43.06,$129.95,16-Jun-09,,On,,,1,31-Mar-09,31-Mar-09
879,0308137,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,"PS/2 mouse, 6 feet mouse cable",22,"Contoso, Ltd",Contoso,1,Economy,5,Product0308137,11,Grey,,,,,,1,inches,2,Mid,$6.63,$13.00,03-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
880,0308138,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,"PS/2 mouse, 6 feet mouse cable",22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308138,2,Black,,,,,,1,inches,2,Mid,$6.63,$13.00,03-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
881,0308139,Contoso Optical Wheel OEM PS/2 Mouse E60 White,"PS/2 mouse, 6 feet mouse cable",22,"Contoso, Ltd",Contoso,1,Economy,5,Product0308139,8,White,,,,,,1,inches,2,Mid,$6.63,$13.00,03-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
882,0308140,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"PS/2 mouse, 6 feet mouse cable",22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308140,7,Silver,,,,,,1,inches,2,Mid,$6.63,$13.00,03-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
883,0308141,Contoso Bluetooth Notebook Mouse X305 Black,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0308141,2,Black,,,,,,1,inches,2,Mid,$49.70,$150.00,21-Sep-08,,On,,,1,31-Mar-09,31-Mar-09
884,0308142,Contoso Bluetooth Notebook Mouse X305 White,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0308142,8,White,,,,,,1,inches,2,Mid,$49.70,$150.00,21-Sep-08,,On,,,1,31-Mar-09,31-Mar-09
885,0308143,Contoso Bluetooth Notebook Mouse X305 Silver,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,3,Deluxe,5,Product0308143,7,Silver,,,,,,1,inches,2,Mid,$49.70,$150.00,21-Sep-08,,On,,,1,31-Mar-09,31-Mar-09
886,0308144,Contoso Bluetooth Notebook Mouse X305 Grey,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0308144,11,Grey,,,,,,1,inches,2,Mid,$49.70,$150.00,21-Sep-08,,On,,,1,31-Mar-09,31-Mar-09
887,0308145,Contoso Bluetooth Notebook Mouse E70 Black,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,1,Economy,5,Product0308145,2,Black,,,,,,1,inches,2,Mid,$25.49,$50.00,31-May-07,,On,,,1,31-Mar-09,31-Mar-09
888,0308146,Contoso Bluetooth Notebook Mouse E70 White,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,1,Economy,2,Product0308146,8,White,,,,,,1,inches,2,Mid,$25.49,$50.00,31-May-07,,On,,,1,31-Mar-09,31-Mar-09
889,0308147,Contoso Bluetooth Notebook Mouse E70 Silver,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,1,Economy,1,Product0308147,7,Silver,,,,,,1,inches,2,Mid,$25.49,$50.00,31-May-07,,On,,,1,31-Mar-09,31-Mar-09
890,0308148,Contoso Bluetooth Notebook Mouse E70 Grey,Transceiver-free wireless connection to your PC with Bluetooth Technology,22,"Contoso, Ltd",Contoso,1,Economy,3,Product0308148,11,Grey,,,,,,1,inches,2,Mid,$25.49,$50.00,31-May-07,,On,,,1,31-Mar-09,31-Mar-09
891,0308149,SV Rechargeable Bluetooth Notebook Mouse E80 Silver,"33 ft range, recharges while in use.",22,Southridge Video,Southridge Video,1,Economy,1,Product0308149,7,Silver,,,,,,1,inches,2,Mid,$30.58,$59.99,22-Jan-09,,On,,,1,31-Mar-09,31-Mar-09
892,0308150,SV Rechargeable Bluetooth Notebook Mouse E80 Black,"33 ft range, recharges while in use.",22,Southridge Video,Southridge Video,1,Economy,5,Product0308150,2,Black,,,,,,1,inches,2,Mid,$30.58,$59.99,22-Jan-09,,On,,,1,31-Mar-09,31-Mar-09
893,0308151,SV Rechargeable Bluetooth Notebook Mouse E80 White,"33 ft range, recharges while in use.",22,Southridge Video,Southridge Video,1,Economy,1,Product0308151,8,White,,,,,,1,inches,2,Mid,$30.58,$59.99,22-Jan-09,,On,,,1,31-Mar-09,31-Mar-09
894,0308152,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,"33 ft range, recharges while in use.",22,Southridge Video,Southridge Video,1,Economy,1,Product0308152,11,Grey,,,,,,1,inches,2,Mid,$30.58,$59.99,22-Jan-09,,On,,,1,31-Mar-09,31-Mar-09
895,0308153,SV Keyboard E90 Silver,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,3,Product0308153,7,Silver,,,,,,1,inches,2,Mid,$21.28,$41.73,31-May-05,,On,,,1,31-Mar-09,31-Mar-09
896,0308154,SV Keyboard E90 White,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,3,Product0308154,8,White,,,,,,1,inches,2,Mid,$21.28,$41.73,31-May-05,,On,,,1,31-Mar-09,31-Mar-09
897,0308155,SV Keyboard E90 Black,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,1,Product0308155,2,Black,,,,,,1,inches,2,Mid,$21.28,$41.73,31-May-05,,On,,,1,31-Mar-09,31-Mar-09
898,0308156,SV Keyboard E90 Grey,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,1,Product0308156,11,Grey,,,,,,1,inches,2,Mid,$21.28,$41.73,31-May-05,,On,,,1,31-Mar-09,31-Mar-09
899,0308157,SV Keyboard E10 Silver,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,1,Product0308157,7,Silver,,,,,,1,inches,2,Mid,$22.43,$44.00,12-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
900,0308158,SV Keyboard E10 White,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,5,Product0308158,8,White,,,,,,1,inches,2,Mid,$22.43,$44.00,12-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
901,0308159,SV Keyboard E10 Black,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,1,Product0308159,2,Black,,,,,,1,inches,2,Mid,$22.43,$44.00,12-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
902,0308160,SV Keyboard E10 Grey,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",22,Southridge Video,Southridge Video,1,Economy,3,Product0308160,11,Grey,,,,,,1,inches,2,Mid,$22.43,$44.00,12-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
903,0308161,SV 40GB USB2.0 Portable Hard Disk E400 Red,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,2,Product0308161,6,Red,,,,,,1,inches,2,Mid,$38.74,$75.99,15-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
904,0308162,SV 40GB USB2.0 Portable Hard Disk E400 Silver,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,2,Product0308162,7,Silver,,,,,,1,inches,2,Mid,$38.74,$75.99,15-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
905,0308163,SV 40GB USB2.0 Portable Hard Disk E400 Blue,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,1,Product0308163,3,Blue,,,,,,1,inches,2,Mid,$38.74,$75.99,15-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
906,0308164,SV 40GB USB2.0 Portable Hard Disk E400 Yellow,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,1,Product0308164,13,Yellow,,,,,,1,inches,2,Mid,$38.74,$75.99,15-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
907,0308165,SV 80GB USB2.0 Portable Hard Disk E500 Red,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,1,Product0308165,6,Red,,,,,,1,inches,2,Mid,$52.00,$102.00,15-Jul-05,,On,,,1,31-Mar-09,31-Mar-09
908,0308166,SV 80GB USB2.0 Portable Hard Disk E500 Silver,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,3,Product0308166,7,Silver,,,,,,1,inches,2,Mid,$52.00,$102.00,15-Jul-05,,On,,,1,31-Mar-09,31-Mar-09
909,0308167,SV 80GB USB2.0 Portable Hard Disk E500 Blue,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,4,Product0308167,3,Blue,,,,,,1,inches,2,Mid,$52.00,$102.00,15-Jul-05,,On,,,1,31-Mar-09,31-Mar-09
910,0308168,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",22,Southridge Video,Southridge Video,1,Economy,5,Product0308168,13,Yellow,,,,,,1,inches,2,Mid,$52.00,$102.00,15-Jul-05,,On,,,1,31-Mar-09,31-Mar-09
911,0308169,SV 160GB USB2.0 Portable Hard Disk M65 Silver,Ultra durable160GB USB portable storage,22,Southridge Video,Southridge Video,2,Regular,5,Product0308169,7,Silver,,,,,,1,inches,2,Mid,$44.10,$95.90,08-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
912,0308170,SV 160GB USB2.0 Portable Hard Disk M65 Black,Ultra durable160GB USB portable storage,22,Southridge Video,Southridge Video,2,Regular,3,Product0308170,2,Black,,,,,,1,inches,2,Mid,$44.10,$95.90,08-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
913,0308171,SV 160GB USB2.0 Portable Hard Disk M65 White,Ultra durable160GB USB portable storage,22,Southridge Video,Southridge Video,2,Regular,2,Product0308171,8,White,,,,,,1,inches,2,Mid,$44.10,$95.90,08-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
914,0308172,SV 160GB USB2.0 Portable Hard Disk M65 Grey,Ultra durable160GB USB portable storage,22,Southridge Video,Southridge Video,2,Regular,3,Product0308172,11,Grey,,,,,,1,inches,2,Mid,$44.10,$95.90,08-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
